skipTrain1Type.keys,skipTrain1Type.rt,train1Words.thisRepN,train1Words.thisTrialN,train1Words.thisN,train1Words.thisIndex,train1Words.ran,audio,imageLoc,participant,session,ID Number,date,expName,psychopyVersion,OS,frameRate,train1QuestAdvance.keys,train1QuestAdvance.rt,break_loop.thisRepN,break_loop.thisTrialN,break_loop.thisN,break_loop.thisIndex,break_loop.ran,train1Response.keys,train1Response.rt,train1Questions.thisRepN,train1Questions.thisTrialN,train1Questions.thisN,train1Questions.thisIndex,train1Questions.ran,audioTrue,imageTrue,currentPhase,imageFalse,truePos,falsePos,trial1phases.thisRepN,trial1phases.thisTrialN,trial1phases.thisN,trial1phases.thisIndex,trial1phases.ran,condFiles,testFiles,alltrain1.thisRepN,alltrain1.thisTrialN,alltrain1.thisN,alltrain1.thisIndex,alltrain1.ran,condFile,numWords,skipTest1Instr.keys,skipTest1Instr.rt,key_resp.keys,key_resp.rt,test1Response.keys,test1Response.rt,test1Loop.thisRepN,test1Loop.thisTrialN,test1Loop.thisN,test1Loop.thisIndex,test1Loop.ran,firstAudio,secondAudio,whichAudio,feedback,skipTest2Instr.keys,skipTest2Instr.rt,key_resp_2.keys,key_resp_2.rt,test2Response.keys,test2Response.rt,test2Loop.thisRepN,test2Loop.thisTrialN,test2Loop.thisN,test2Loop.thisIndex,test2Loop.ran
,,0,1,1,1,1,trainingaudio/10_tokiti1.wav,pngimages/10_backpack.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,2,2,2,1,trainingaudio/20_tatito3.wav,pngimages/20_pizza.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,0,0,0,0,1,trainingaudio/10_tokiti1.wav,pngimages/10_backpack.png,train1P2,pngimages/23_lemon.png,0.5,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,0,1,1,1,1,trainingaudio/25_tapapi3.wav,pngimages/25_apple.png,train1P2,pngimages/20_pizza.png,-0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,0,4,4,4,1,oiaConditions/train1P2Block5.xlsx,oiaConditions/train1P2Block5Test.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,0,1,trainingaudio/18_popata1.wav,pngimages/18_donut.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,1,1,1,trainingaudio/06_titoka2.wav,pngimages/06_tent.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,2,2,2,1,trainingaudio/21_papika2.wav,pngimages/21_cheese.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,0,0,0,0,1,trainingaudio/21_papika2.wav,pngimages/21_cheese.png,train1P2,pngimages/18_donut.png,-0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,0,1,1,1,1,trainingaudio/06_titoka2.wav,pngimages/06_tent.png,train1P2,pngimages/27_kiwi.png,-0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,0,5,5,5,1,oiaConditions/train1P2Block6.xlsx,oiaConditions/train1P2Block6Test.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,0,1,trainingaudio/24_takopa2.wav,pngimages/24_banana.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,1,1,1,trainingaudio/13_kopopi1.wav,pngimages/13_toast.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,2,2,2,1,trainingaudio/05_titopo2.wav,pngimages/05_megaphone.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,0,0,0,0,1,trainingaudio/94_kipipi1.wav,pngimages/94_house.png,train1P2,pngimages/24_banana.png,0.5,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,0,1,1,1,1,trainingaudio/05_titopo2.wav,pngimages/05_megaphone.png,train1P2,pngimages/13_toast.png,-0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,pngimages/04_ladder.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,test1,,,,,,,,,,,,,,,,,,space,97.437365,space,0.945735,f,2.17016,0,0,0,0,1,trainingaudio/04_kitoti1.wav,trainingaudio/04_kitoti2.wav,2,trainingaudio/04_kitoti2.wav,,,,,,,,,,,
,,,,,,,,pngimages/12_pie.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,test1,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,trainingaudio/12_pokika2.wav,trainingaudio/12_pokika1.wav,2,trainingaudio/12_pokika1.wav,,,,,,,,,,,
,,,,,,,,pngimages/02_pallet.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,test1,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,trainingaudio/02_pitito3.wav,trainingaudio/02_pitito1.wav,1,trainingaudio/02_pitito3.wav,,,,,,,,,,,
,,,,,,,,pngimages/20_pizza.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,test1,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,trainingaudio/20_tatito1.wav,trainingaudio/20_tatito3.wav,2,trainingaudio/20_tatito3.wav,,,,,,,,,,,
,,,,,,,,pngimages/24_banana.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,test1,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,1,trainingaudio/24_takopa1.wav,trainingaudio/24_takopa2.wav,2,trainingaudio/24_takopa2.wav,,,,,,,,,,,
,,,,,,,,pngimages/09_plane.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,test1,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,1,trainingaudio/09_tipata2.wav,trainingaudio/09_tipata1.wav,2,trainingaudio/09_tipata1.wav,,,,,,,,,,,
,,,,,,,,pngimages/14_coffee.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,test1,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,1,trainingaudio/14_pokoto3.wav,trainingaudio/14_pokoto1.wav,2,trainingaudio/14_pokoto1.wav,,,,,,,,,,,
,,,,,,,,pngimages/15_barrel.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,test1,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,1,trainingaudio/15_kopota1.wav,trainingaudio/15_kopota3.wav,1,trainingaudio/15_kopota1.wav,,,,,,,,,,,
,,,,,,,,pngimages/27_kiwi.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,test1,,,,,,,,,,,,,,,,,,,,,,j,3.011815,0,8,8,8,1,trainingaudio/27_pakapa3.wav,trainingaudio/27_pakapa1.wav,2,trainingaudio/27_pakapa1.wav,,,,,,,,,,,
,,,,,,,,pngimages/22_egg.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,test1,,,,,,,,,,,,,,,,,,,,,,f,4.09441,0,9,9,9,1,trainingaudio/22_kakoki2.wav,trainingaudio/22_kakoki3.wav,1,trainingaudio/22_kakoki2.wav,,,,,,,,,,,
,,,,,,,,pngimages/18_donut.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,test1,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,1,trainingaudio/18_popata1.wav,trainingaudio/18_popata3.wav,1,trainingaudio/18_popata1.wav,,,,,,,,,,,
,,,,,,,,pngimages/13_toast.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,test1,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,1,trainingaudio/13_kopopi1.wav,trainingaudio/13_kopopi2.wav,1,trainingaudio/13_kopopi1.wav,,,,,,,,,,,
,,,,,,,,pngimages/06_tent.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,test1,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,1,trainingaudio/06_titoka2.wav,trainingaudio/06_titoka1.wav,1,trainingaudio/06_titoka2.wav,,,,,,,,,,,
,,,,,,,,pngimages/11_compass.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,test1,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,1,trainingaudio/11_tokiko3.wav,trainingaudio/11_tokiko1.wav,2,trainingaudio/11_tokiko1.wav,,,,,,,,,,,
,,,,,,,,pngimages/05_megaphone.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,test1,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,1,trainingaudio/05_titopo2.wav,trainingaudio/05_titopo3.wav,1,trainingaudio/05_titopo2.wav,,,,,,,,,,,
,,,,,,,,pngimages/94_house.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,test1,,,,,,,,,,,,,,,,,,,,,,f,8.402775,0,15,15,15,1,trainingaudio/94_kipipi1.wav,trainingaudio/94_kipipi2.wav,1,trainingaudio/94_kipipi1.wav,,,,,,,,,,,
,,,,,,,,pngimages/07_suitcase.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,test1,,,,,,,,,,,,,,,,,,,,,,j,1.013155,0,16,16,16,1,trainingaudio/07_pitapi1.wav,trainingaudio/07_pitapi3.wav,1,trainingaudio/07_pitapi1.wav,,,,,,,,,,,
,,,,,,,,pngimages/25_apple.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,test1,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,17,1,trainingaudio/25_tapapi1.wav,trainingaudio/25_tapapi3.wav,2,trainingaudio/25_tapapi3.wav,,,,,,,,,,,
,,,,,,,,pngimages/03_box.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,test1,,,,,,,,,,,,,,,,,,,,,,f,5.49111,0,18,18,18,1,trainingaudio/03_kikita3.wav,trainingaudio/03_kikita1.wav,2,trainingaudio/03_kikita1.wav,,,,,,,,,,,
,,,,,,,,pngimages/01_gift.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,test1,,,,,,,,,,,,,,,,,,,,,,j,4.010415,0,19,19,19,1,trainingaudio/01_kitipi2.wav,trainingaudio/01_kitipi1.wav,2,trainingaudio/01_kitipi1.wav,,,,,,,,,,,
,,,,,,,,pngimages/26_pineapple.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,test1,,,,,,,,,,,,,,,,,,,,,,f,7.990865,0,20,20,20,1,trainingaudio/26_kapako1.wav,trainingaudio/26_kapako3.wav,2,trainingaudio/26_kapako3.wav,,,,,,,,,,,
,,,,,,,,pngimages/10_backpack.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,test1,,,,,,,,,,,,,,,,,,,,,,f,3.413135,0,21,21,21,1,trainingaudio/10_tokiti3.wav,trainingaudio/10_tokiti1.wav,2,trainingaudio/10_tokiti1.wav,,,,,,,,,,,
,,,,,,,,pngimages/21_cheese.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,test1,,,,,,,,,,,,,,,,,,,,,,j,2.170785,0,22,22,22,1,trainingaudio/21_papika2.wav,trainingaudio/21_papika3.wav,1,trainingaudio/21_papika2.wav,,,,,,,,,,,
,,,,,,,,pngimages/19_burger.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,test1,,,,,,,,,,,,,,,,,,,,,,f,4.33969,0,23,23,23,1,trainingaudio/19_papipi2.wav,trainingaudio/19_papipi3.wav,1,trainingaudio/19_papipi2.wav,,,,,,,,,,,
,,,,,,,,pngimages/17_cracker.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,test1,,,,,,,,,,,,,,,,,,,,,,f,2.084845,0,24,24,24,1,trainingaudio/17_kotako2.wav,trainingaudio/17_kotako1.wav,2,trainingaudio/17_kotako1.wav,,,,,,,,,,,
,,,,,,,,pngimages/16_icecream.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,test1,,,,,,,,,,,,,,,,,,,,,,j,2.395305,0,25,25,25,1,trainingaudio/16_kokapi2.wav,trainingaudio/16_kokapi1.wav,2,trainingaudio/16_kokapi1.wav,,,,,,,,,,,
,,,,,,,,pngimages/23_lemon.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,test1,,,,,,,,,,,,,,,,,,,,,,f,6.364995,0,26,26,26,1,trainingaudio/23_patoko1.wav,trainingaudio/23_patoko2.wav,2,trainingaudio/23_patoko2.wav,,,,,,,,,,,
,,,,,,,,pngimages/08_bell.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,test1,,,,,,,,,,,,,,,,,,,,,,f,3.858965,0,27,27,27,1,trainingaudio/08_tipako3.wav,trainingaudio/08_tipako2.wav,1,trainingaudio/08_tipako3.wav,,,,,,,,,,,
,,,,,,,,pngimages/27_kiwi.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,test1,,,,,,,,,,,,,,,,,,,,,,j,4.16468,0,28,28,28,1,trainingaudio/27_pakapa2.wav,trainingaudio/27_pakapa1.wav,2,trainingaudio/27_pakapa1.wav,,,,,,,,,,,
,,,,,,,,pngimages/20_pizza.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,test1,,,,,,,,,,,,,,,,,,,,,,f,3.025845,0,29,29,29,1,trainingaudio/20_tatito2.wav,trainingaudio/20_tatito3.wav,2,trainingaudio/20_tatito3.wav,,,,,,,,,,,
,,,,,,,,pngimages/12_pie.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,test1,,,,,,,,,,,,,,,,,,,,,,f,2.09134,0,30,30,30,1,trainingaudio/12_pokika1.wav,trainingaudio/12_pokika2.wav,1,trainingaudio/12_pokika1.wav,,,,,,,,,,,
,,,,,,,,pngimages/01_gift.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,test1,,,,,,,,,,,,,,,,,,,,,,f,6.689115,0,31,31,31,1,trainingaudio/01_kitipi3.wav,trainingaudio/01_kitipi1.wav,2,trainingaudio/01_kitipi1.wav,,,,,,,,,,,
,,,,,,,,pngimages/09_plane.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,test1,,,,,,,,,,,,,,,,,,,,,,f,6.05834,0,32,32,32,1,trainingaudio/09_tipata3.wav,trainingaudio/09_tipata1.wav,2,trainingaudio/09_tipata1.wav,,,,,,,,,,,
,,,,,,,,pngimages/25_apple.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,test1,,,,,,,,,,,,,,,,,,,,,,f,8.186275,0,33,33,33,1,trainingaudio/25_tapapi2.wav,trainingaudio/25_tapapi3.wav,2,trainingaudio/25_tapapi3.wav,,,,,,,,,,,
,,,,,,,,pngimages/02_pallet.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,test1,,,,,,,,,,,,,,,,,,,,,,j,3.21826,0,34,34,34,1,trainingaudio/02_pitito3.wav,trainingaudio/02_pitito2.wav,1,trainingaudio/02_pitito3.wav,,,,,,,,,,,
,,,,,,,,pngimages/08_bell.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,test1,,,,,,,,,,,,,,,,,,,,,,f,1.19599,0,35,35,35,1,trainingaudio/08_tipako3.wav,trainingaudio/08_tipako1.wav,1,trainingaudio/08_tipako3.wav,,,,,,,,,,,
,,,,,,,,pngimages/15_barrel.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,test1,,,,,,,,,,,,,,,,,,,,,,f,4.66802,0,36,36,36,1,trainingaudio/15_kopota2.wav,trainingaudio/15_kopota1.wav,2,trainingaudio/15_kopota1.wav,,,,,,,,,,,
,,,,,,,,pngimages/24_banana.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,test1,,,,,,,,,,,,,,,,,,,,,,f,4.51487,0,37,37,37,1,trainingaudio/24_takopa3.wav,trainingaudio/24_takopa2.wav,2,trainingaudio/24_takopa2.wav,,,,,,,,,,,
,,,,,,,,pngimages/06_tent.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,test1,,,,,,,,,,,,,,,,,,,,,,j,3.88066,0,38,38,38,1,trainingaudio/06_titoka3.wav,trainingaudio/06_titoka2.wav,2,trainingaudio/06_titoka2.wav,,,,,,,,,,,
,,,,,,,,pngimages/16_icecream.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,test1,,,,,,,,,,,,,,,,,,,,,,f,3.870895,0,39,39,39,1,trainingaudio/16_kokapi1.wav,trainingaudio/16_kokapi3.wav,1,trainingaudio/16_kokapi1.wav,,,,,,,,,,,
,,,,,,,,pngimages/04_ladder.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,test1,,,,,,,,,,,,,,,,,,,,,,f,3.51477,0,40,40,40,1,trainingaudio/04_kitoti1.wav,trainingaudio/04_kitoti2.wav,2,trainingaudio/04_kitoti2.wav,,,,,,,,,,,
,,,,,,,,pngimages/22_egg.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,test1,,,,,,,,,,,,,,,,,,,,,,f,4.947405,0,41,41,41,1,trainingaudio/22_kakoki1.wav,trainingaudio/22_kakoki2.wav,2,trainingaudio/22_kakoki2.wav,,,,,,,,,,,
,,,,,,,,pngimages/17_cracker.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,test1,,,,,,,,,,,,,,,,,,,,,,j,2.04806,0,42,42,42,1,trainingaudio/17_kotako1.wav,trainingaudio/17_kotako3.wav,1,trainingaudio/17_kotako1.wav,,,,,,,,,,,
,,,,,,,,pngimages/13_toast.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,test1,,,,,,,,,,,,,,,,,,,,,,f,6.639955,0,43,43,43,1,trainingaudio/13_kopopi3.wav,trainingaudio/13_kopopi1.wav,2,trainingaudio/13_kopopi1.wav,,,,,,,,,,,
,,,,,,,,pngimages/94_house.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,test1,,,,,,,,,,,,,,,,,,,,,,f,6.477115,0,44,44,44,1,trainingaudio/94_kipipi2.wav,trainingaudio/94_kipipi1.wav,2,trainingaudio/94_kipipi1.wav,,,,,,,,,,,
,,,,,,,,pngimages/07_suitcase.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,test1,,,,,,,,,,,,,,,,,,,,,,j,3.862565,0,45,45,45,1,trainingaudio/07_pitapi1.wav,trainingaudio/07_pitapi3.wav,1,trainingaudio/07_pitapi1.wav,,,,,,,,,,,
,,,,,,,,pngimages/10_backpack.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,test1,,,,,,,,,,,,,,,,,,,,,,j,1.740445,0,46,46,46,1,trainingaudio/10_tokiti3.wav,trainingaudio/10_tokiti1.wav,2,trainingaudio/10_tokiti1.wav,,,,,,,,,,,
,,,,,,,,pngimages/19_burger.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,test1,,,,,,,,,,,,,,,,,,,,,,f,12.469275,0,47,47,47,1,trainingaudio/19_papipi3.wav,trainingaudio/19_papipi2.wav,2,trainingaudio/19_papipi2.wav,,,,,,,,,,,
,,,,,,,,pngimages/18_donut.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,test1,,,,,,,,,,,,,,,,,,,,,,f,4.572545,0,48,48,48,1,trainingaudio/18_popata1.wav,trainingaudio/18_popata3.wav,1,trainingaudio/18_popata1.wav,,,,,,,,,,,
,,,,,,,,pngimages/11_compass.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,test1,,,,,,,,,,,,,,,,,,,,,,f,1.231365,0,49,49,49,1,trainingaudio/11_tokiko1.wav,trainingaudio/11_tokiko2.wav,1,trainingaudio/11_tokiko1.wav,,,,,,,,,,,
,,,,,,,,pngimages/21_cheese.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,test1,,,,,,,,,,,,,,,,,,,,,,f,9.60651,0,50,50,50,1,trainingaudio/21_papika2.wav,trainingaudio/21_papika3.wav,1,trainingaudio/21_papika2.wav,,,,,,,,,,,
,,,,,,,,pngimages/05_megaphone.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,test1,,,,,,,,,,,,,,,,,,,,,,j,3.93125,0,51,51,51,1,trainingaudio/05_titopo2.wav,trainingaudio/05_titopo3.wav,1,trainingaudio/05_titopo2.wav,,,,,,,,,,,
,,,,,,,,pngimages/26_pineapple.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,test1,,,,,,,,,,,,,,,,,,,,,,f,2.26846,0,52,52,52,1,trainingaudio/26_kapako3.wav,trainingaudio/26_kapako1.wav,1,trainingaudio/26_kapako3.wav,,,,,,,,,,,
,,,,,,,,pngimages/23_lemon.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,test1,,,,,,,,,,,,,,,,,,,,,,j,3.29392,0,53,53,53,1,trainingaudio/23_patoko2.wav,trainingaudio/23_patoko3.wav,1,trainingaudio/23_patoko2.wav,,,,,,,,,,,
,,,,,,,,pngimages/14_coffee.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,test1,,,,,,,,,,,,,,,,,,,,,,f,11.76674,0,54,54,54,1,trainingaudio/14_pokoto2.wav,trainingaudio/14_pokoto1.wav,2,trainingaudio/14_pokoto1.wav,,,,,,,,,,,
,,,,,,,,pngimages/03_box.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,test1,,,,,,,,,,,,,,,,,,,,,,j,0.734485,0,55,55,55,1,trainingaudio/03_kikita1.wav,trainingaudio/03_kikita2.wav,1,trainingaudio/03_kikita1.wav,,,,,,,,,,,
,,,,,,,,pngimages/67_laptop.png,yuhong,001,3005,2020-09-17_19h54.57.878,experiment,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,test2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,novelaudio/67_tokoki1.wav,novelaudio/67_tokoki2.wav,1,,j,1.050395,j,0.55004,j,0.31061,0,0,0,0,1
