firstAudio,secondAudio,imageLoc,whichAudio,train1blocks.thisRepN,train1blocks.thisTrialN,train1blocks.thisN,train1blocks.thisIndex,train2blocks.thisRepN,train2blocks.thisTrialN,train2blocks.thisN,train2blocks.thisIndex,test1Loop.thisRepN,test1Loop.thisTrialN,test1Loop.thisN,test1Loop.thisIndex,test2Loop.thisRepN,test2Loop.thisTrialN,test2Loop.thisN,test2Loop.thisIndex,instructions.started,instructions.stopped,train2warning10.started,train2warning10.stopped,train2warning5.started,train2warning5.stopped,train2warning4.started,train2warning4.stopped,train2warning3.started,train2warning3.stopped,train2warning2.started,train2warning2.stopped,train2warning1.started,train2warning1.stopped,skipTrain2Instr.keys,skipTrain2Instr.rt,skipTrain2Instr.started,skipTrain2Instr.stopped,skipTest1Instr.keys,skipTest1Instr.rt,skipTest1Instr.started,skipTest1Instr.stopped,test1warning10.started,test1warning10.stopped,test1warning5.started,test1warning5.stopped,test1warning4.started,test1warning4.stopped,test1warning3.started,test1warning3.stopped,test1warning2.started,test1warning2.stopped,test1warning1.started,test1warning1.stopped,skipTest2Instr.keys,skipTest2Instr.rt,skipTest2Instr.started,skipTest2Instr.stopped,test2warning10.started,test2warning10.stopped,test2warning5.started,test2warning5.stopped,test2warning4.started,test2warning4.stopped,test2warning3.started,test2warning3.stopped,test2warning2.started,test2warning2.stopped,test2warning1.started,test2warning1.stopped,test2Audio1.started,test2Audio1.stopped,test2Audio1Sound.started,test2Audio1Sound.stopped,test1Audio2Mute.started,test1Audio2Mute.stopped,test2Audio2.started,test2Audio2.stopped,test2Audio2Mute1.started,test2Audio2Mute1.stopped,test2Audio2Sound.started,test2Audio2Sound.stopped,test2Audio2Mute2.started,test2Audio2Mute2.stopped,test2Response.keys,test2Response.rt,test2Response.started,test2Response.stopped,test2Image.started,test2Image.stopped,test2F.started,test2F.stopped,test2J.started,test2J.stopped,participant,session,date,expName,psychopyVersion,frameRate,
novelaudio/57_tipipa3.wav,novelaudio/57_tipipa1.wav,pngimages/57_flashlight.png,1,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.6698204223998,None,129.6647739801556,130.670566824032,130.65356398466974,None,130.6537846428808,None,129.6647739801556,130.670566824032,130.65356398466974,131.65517776482739,131.65517776482739,None,f,0.31047786632552743,131.65517776482739,None,129.6647739801556,None,129.6647739801556,None,129.6647739801556,None,person,001,2020_Aug_06_1943,sonority,2020.1.3,60.316838521765966,
novelaudio/52_pakaki3.wav,novelaudio/52_pakaki1.wav,pngimages/52_newspaper.png,2,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.03908625436017,None,132.03628475614823,133.03896784503013,133.0223365451675,None,133.02245638933965,None,132.03628475614823,133.03896784503013,133.0223365451675,134.0232159306761,134.0232159306761,None,f,1.6952137863263488,134.0232159306761,None,132.03628475614823,None,132.03628475614823,None,132.03628475614823,None,person,001,2020_Aug_06_1943,sonority,2020.1.3,60.316838521765966,
novelaudio/63_pitapa3.wav,novelaudio/63_pitapa2.wav,pngimages/63_chair.png,2,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.79194944938646,None,135.7964107170701,136.80854956107214,136.7919031579513,None,136.79200601107442,None,135.7964107170701,136.80854956107214,136.7919031579513,137.79281086218543,137.79281086218543,None,j,1.3016198214609176,137.79281086218543,None,135.7964107170701,None,135.7964107170701,None,135.7964107170701,None,person,001,2020_Aug_06_1943,sonority,2020.1.3,60.316838521765966,
novelaudio/72_topata1.wav,novelaudio/72_topata2.wav,pngimages/72_nose.png,2,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.1442287534941,None,139.1458692662418,140.1446730904281,140.12851678719744,None,140.12838063151577,None,139.1458692662418,140.1446730904281,140.12851678719744,141.12907636188902,141.12907636188902,None,j,0.4996888735331595,141.12907636188902,None,139.1458692662418,None,139.1458692662418,None,139.1458692662418,None,person,001,2020_Aug_06_1943,sonority,2020.1.3,60.316838521765966,
novelaudio/29_pipito3.wav,novelaudio/29_pipito2.wav,pngimages/29_cherry.png,1,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.680588648282,None,141.6787014240399,142.68014982389286,142.66330972174183,None,142.66406805505977,None,141.6787014240399,142.68014982389286,142.66330972174183,143.6642060985323,143.6642060985323,None,f,2.4276615667622536,143.6642060985323,None,141.6787014240399,None,141.6787014240399,None,141.6787014240399,None,person,001,2020_Aug_06_1943,sonority,2020.1.3,60.316838521765966,
novelaudio/65_totipo2.wav,novelaudio/65_totipo1.wav,pngimages/65_wrench.png,2,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.15028439378366,None,146.1450627539307,147.15104061248712,147.1337557202205,None,147.13465451351368,None,146.1450627539307,147.15104061248712,147.1337557202205,148.13486731797457,148.13486731797457,None,j,1.3549515940248966,148.13486731797457,None,146.1450627539307,None,146.1450627539307,None,146.1450627539307,None,person,001,2020_Aug_06_1943,sonority,2020.1.3,60.316838521765966,
novelaudio/45_totaka1.wav,novelaudio/45_totaka2.wav,pngimages/45_scissors.png,2,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.56996745248327,None,149.56327007594518,150.57069029309787,150.55334914126433,None,150.55341310352088,None,149.56327007594518,150.57069029309787,150.55334914126433,151.55420398409478,151.53742089681327,None,j,0.4550074760336429,151.53742089681327,None,149.56327007594518,None,149.56327007594518,None,149.56327007594518,None,person,001,2020_Aug_06_1943,sonority,2020.1.3,60.316838521765966,
novelaudio/64_popiti2.wav,novelaudio/64_popiti1.wav,pngimages/64_shovel.png,2,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.0717534095049,None,152.06739703356288,153.07246303465217,153.05530916294083,None,153.05549885956572,None,152.06739703356288,153.07246303465217,153.05530916294083,154.0564936338924,154.0564936338924,None,f,2.324116838630289,154.0564936338924,None,152.06739703356288,None,152.06739703356288,None,152.06739703356288,None,person,001,2020_Aug_06_1943,sonority,2020.1.3,60.316838521765966,
novelaudio/38_kokiko2.wav,novelaudio/38_kokiko1.wav,pngimages/38_plate.png,2,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.44221889097244,None,156.44865845539607,157.4590891241096,157.4435414809268,None,157.4424134206027,None,156.44865845539607,157.4590891241096,157.4435414809268,158.44361548684537,158.44361548684537,None,j,0.6871195873245597,158.44361548684537,None,156.44865845539607,None,156.44865845539607,None,156.44865845539607,None,person,001,2020_Aug_06_1943,sonority,2020.1.3,60.316838521765966,
novelaudio/53_patapo3.wav,novelaudio/53_patapo1.wav,pngimages/53_hammer.png,2,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.1941762697883,None,159.18685074988753,160.19484186917543,160.16167668509297,None,160.16168061196805,None,159.18685074988753,160.19484186917543,160.16167668509297,161.16224192338996,161.16224192338996,None,j,0.4914991466794163,161.16224192338996,None,159.18685074988753,None,159.18685074988753,None,159.18685074988753,None,person,001,2020_Aug_06_1943,sonority,2020.1.3,60.316838521765966,
novelaudio/67_tokoki1.wav,novelaudio/67_tokoki2.wav,pngimages/67_laptop.png,1,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.71329922517762,None,161.71467467630282,162.7301030040253,162.69683209736831,None,162.69691531611608,None,161.71467467630282,162.7301030040253,162.69683209736831,163.6977492410224,163.6977492410224,None,j,1.3566582591738552,163.6977492410224,None,161.71467467630282,None,161.71467467630282,None,161.71467467630282,None,person,001,2020_Aug_06_1943,sonority,2020.1.3,60.316838521765966,
novelaudio/28_pipiki3.wav,novelaudio/28_pipiki1.wav,pngimages/28_grape.png,2,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.115874703601,None,165.10974082839675,166.11649914667942,166.10012422385626,175.10763203981332,166.10012852838264,None,165.10974082839675,166.11649914667942,166.10012422385626,167.10039721475914,167.10039721475914,175.10763203981332,None,,167.10039721475914,175.10763203981332,165.10974082839675,None,165.10974082839675,None,165.10974082839675,None,person,001,2020_Aug_06_1943,sonority,2020.1.3,60.316838521765966,
novelaudio/78_kakoka3.wav,novelaudio/78_kakoka1.wav,pngimages/78_cow.png,2,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.1916879368946,None,175.18522450933233,176.19485319638625,176.1606643910054,185.16533279954456,176.1605524005834,None,175.18522450933233,176.19485319638625,176.1606643910054,177.17567700217478,177.15940289362334,185.16533279954456,None,,177.15940289362334,185.16533279954456,175.18522450933233,175.18522450933233,175.18522450933233,175.18522450933233,175.18522450933233,175.18522450933233,person,001,2020_Aug_06_1943,sonority,2020.1.3,60.316838521765966,
novelaudio/46_tapiti2.wav,novelaudio/46_tapiti1.wav,pngimages/46_paper.png,2,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.23265590295196,None,185.23397547216155,186.233141773846,186.233141773846,None,186.23316797795707,None,185.23397547216155,186.233141773846,186.233141773846,187.23365150787868,187.21708439686336,None,j,2.3342005105223507,187.21708439686336,None,185.23397547216155,185.23397547216155,185.23397547216155,185.23397547216155,185.23397547216155,185.23397547216155,person,001,2020_Aug_06_1943,sonority,2020.1.3,60.316838521765966,
novelaudio/51_tapopa3.wav,novelaudio/51_tapopa1.wav,pngimages/51_pencil.png,2,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.6029255712405,None,189.5988982191775,190.6035481262952,190.58654188876972,None,190.58705592709595,None,189.5988982191775,190.6035481262952,190.58654188876972,191.58736690273508,191.58736690273508,None,j,1.7560673453845084,191.58736690273508,None,189.5988982191775,None,189.5988982191775,None,189.5988982191775,None,person,001,2020_Aug_06_1943,sonority,2020.1.3,60.316838521765966,
novelaudio/47_takiko1.wav,novelaudio/47_takiko2.wav,pngimages/47_notebook.png,1,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.4059416864533,None,193.41449003922753,194.42311096331105,194.40631088474765,None,194.40651266388596,None,193.41449003922753,194.42311096331105,194.40631088474765,195.4073107186705,195.4073107186705,None,f,0.9082014316227287,195.4073107186705,None,193.41449003922753,None,193.41449003922753,None,193.41449003922753,None,person,001,2020_Aug_06_1943,sonority,2020.1.3,60.316838521765966,
novelaudio/55_pikiki1.wav,novelaudio/55_pikiki2.wav,pngimages/55_toilet.png,1,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.4092424218543,None,196.41643004934303,197.4257479873486,197.40918578463607,None,197.40931884427556,None,196.41643004934303,197.4257479873486,197.40918578463607,198.40975630935282,198.40975630935282,None,f,1.0672981075476855,198.40975630935282,None,196.41643004934303,None,196.41643004934303,None,196.41643004934303,None,person,001,2020_Aug_06_1943,sonority,2020.1.3,60.316838521765966,
novelaudio/43_potaki3.wav,novelaudio/43_potaki2.wav,pngimages/43_guitar.png,2,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.5446011990309,None,199.54547582706437,200.54476333223283,200.5282026398927,None,200.5286283245776,None,199.54547582706437,200.54476333223283,200.5282026398927,201.52895666868426,201.52895666868426,None,j,0.3517025117762387,201.52895666868426,None,199.54547582706437,None,199.54547582706437,None,199.54547582706437,None,person,001,2020_Aug_06_1943,sonority,2020.1.3,60.316838521765966,
novelaudio/71_kotato2.wav,novelaudio/71_kotato1.wav,pngimages/71_eye.png,1,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.92982178190724,None,201.93048133980483,202.9301615289878,202.91335767460987,None,202.91356322956273,None,201.93048133980483,202.9301615289878,202.91335767460987,203.91426764428616,203.91426764428616,None,j,0.3390886711422354,203.91426764428616,None,201.93048133980483,None,201.93048133980483,None,201.93048133980483,None,person,001,2020_Aug_06_1943,sonority,2020.1.3,60.316838521765966,
novelaudio/74_tatiko1.wav,novelaudio/74_tatiko2.wav,pngimages/74_boat.png,1,,,,,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.33203078019434,None,204.32555240066722,205.33282611635514,205.29891030187719,None,205.29894934357145,None,204.32555240066722,205.33282611635514,205.29891030187719,206.29969718004577,206.29969718004577,None,f,1.850994170177728,206.29969718004577,None,204.32555240066722,None,204.32555240066722,None,204.32555240066722,None,person,001,2020_Aug_06_1943,sonority,2020.1.3,60.316838521765966,
novelaudio/73_takiti1.wav,novelaudio/73_takiti3.wav,pngimages/73_car.png,1,,,,,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.20181586137042,None,208.20886106532998,209.2190421530977,209.2029077494517,None,209.2023366207257,None,208.20886106532998,209.2190421530977,209.2029077494517,210.20322604989633,210.20322604989633,None,f,1.0182552747428417,210.20322604989633,None,208.20886106532998,None,208.20886106532998,None,208.20886106532998,None,person,001,2020_Aug_06_1943,sonority,2020.1.3,60.316838521765966,
novelaudio/31_kikopi2.wav,novelaudio/31_kikopi3.wav,pngimages/31_tomato.png,1,,,,,,,,,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.27151424982586,None,211.26662525860593,212.27176111214794,212.25810061767697,None,212.2580939721782,None,211.26662525860593,212.27176111214794,212.25810061767697,213.25605035410263,213.25605035410263,None,j,1.2871966138482094,213.25605035410263,None,211.26662525860593,None,211.26662525860593,None,211.26662525860593,None,person,001,2020_Aug_06_1943,sonority,2020.1.3,60.316838521765966,
novelaudio/77_takopo2.wav,novelaudio/77_takopo1.wav,pngimages/77_bear.png,2,,,,,,,,,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.6238976906054,None,214.62458956963383,215.62413571751676,215.60731147392653,None,215.6076816541143,None,214.62458956963383,215.62413571751676,215.60731147392653,216.6083003578242,216.6083003578242,None,f,0.707249172963202,216.6083003578242,None,214.62458956963383,None,214.62458956963383,None,214.62458956963383,None,person,001,2020_Aug_06_1943,sonority,2020.1.3,60.316838521765966,
novelaudio/66_kopipa2.wav,novelaudio/66_kopipa3.wav,pngimages/66_safe.png,2,,,,,,,,,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.39550550496207,None,217.3895874551963,218.39330436009914,218.37627018149942,None,218.37657768344508,None,217.3895874551963,218.39330436009914,218.37627018149942,219.37721451115794,219.37721451115794,None,j,0.8843115193303674,219.37721451115794,None,217.3895874551963,None,217.3895874551963,None,217.3895874551963,None,person,001,2020_Aug_06_1943,sonority,2020.1.3,60.316838521765966,
novelaudio/62_pitako3.wav,novelaudio/62_pitako2.wav,pngimages/62_screwdriver.png,2,,,,,,,,,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.32875526724385,None,220.3253383121919,221.32893250347115,221.31238993513398,None,221.31217901846395,None,220.3253383121919,221.32893250347115,221.31238993513398,222.3129668785259,222.3129668785259,None,j,0.7827683468349278,222.3129668785259,None,220.3253383121919,None,220.3253383121919,None,220.3253383121919,None,person,001,2020_Aug_06_1943,sonority,2020.1.3,60.316838521765966,
novelaudio/60_pipopa2.wav,novelaudio/60_pipopa3.wav,pngimages/60_firewood.png,2,,,,,,,,,,,,,0,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.18091971124522,None,223.17743388540111,224.18132485519163,224.16442585061304,None,224.1647020130884,None,223.17743388540111,224.18132485519163,224.16442585061304,225.16531278775074,225.16531278775074,None,j,0.28280874784104526,225.16531278775074,None,223.17743388540111,None,223.17743388540111,None,223.17743388540111,None,person,001,2020_Aug_06_1943,sonority,2020.1.3,60.316838521765966,
novelaudio/30_tikipa3.wav,novelaudio/30_tikipa1.wav,pngimages/30_mushroom.png,1,,,,,,,,,,,,,0,33,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.48269804092126,None,225.49108003196307,226.50002945121378,226.48368964367546,None,226.48304866249674,None,225.49108003196307,226.50002945121378,226.48368964367546,227.48398982034996,227.48398982034996,None,f,1.3607421729248017,227.48398982034996,None,225.49108003196307,None,225.49108003196307,None,225.49108003196307,None,person,001,2020_Aug_06_1943,sonority,2020.1.3,60.316838521765966,
novelaudio/75_kakita1.wav,novelaudio/75_kakita3.wav,pngimages/75_chicken.png,1,,,,,,,,,,,,,0,34,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.919244385371,None,228.91345811099745,229.91963457711972,229.9030806813389,None,229.90268588294276,None,228.91345811099745,229.91963457711972,229.9030806813389,230.90328042162582,230.90328042162582,None,f,1.7790793825406581,230.90328042162582,None,228.91345811099745,None,228.91345811099745,None,228.91345811099745,None,person,001,2020_Aug_06_1943,sonority,2020.1.3,60.316838521765966,
novelaudio/50_katoko1.wav,novelaudio/50_katoko3.wav,pngimages/50_ruler.png,1,,,,,,,,,,,,,0,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.73849745499902,None,232.74287240789272,233.75564823066816,233.73909660009667,None,233.73914734711872,None,232.74287240789272,233.75564823066816,233.73909660009667,234.73997938400134,234.73997938400134,None,f,0.7905166815035045,234.73997938400134,None,232.74287240789272,None,232.74287240789272,None,232.74287240789272,None,person,001,2020_Aug_06_1943,sonority,2020.1.3,60.316838521765966,
novelaudio/56_pipiko1.wav,novelaudio/56_pipiko3.wav,pngimages/56_towel.png,2,,,,,,,,,,,,,0,36,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.5911763905082,None,235.59960958128795,236.60812969133258,236.5915369046852,None,236.59169752751478,None,235.59960958128795,236.60812969133258,236.5915369046852,237.5922788507305,237.5922788507305,None,j,3.7026064400561154,237.5922788507305,None,235.59960958128795,None,235.59960958128795,None,235.59960958128795,None,person,001,2020_Aug_06_1943,sonority,2020.1.3,60.316838521765966,
novelaudio/48_pakipa3.wav,novelaudio/48_pakipa1.wav,pngimages/48_brush.png,2,,,,,,,,,,,,,0,37,37,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.34596071634442,None,241.3420375767164,242.34620644594543,242.32966349995695,None,242.3296976331156,None,241.3420375767164,242.34620644594543,242.32966349995695,243.33049455517903,243.33049455517903,None,j,0.25297193811275065,243.33049455517903,None,241.3420375767164,None,241.3420375767164,None,241.3420375767164,None,person,001,2020_Aug_06_1943,sonority,2020.1.3,60.316838521765966,
novelaudio/81_kakapa2.wav,novelaudio/81_kakapa1.wav,pngimages/81_cat.png,2,,,,,,,,,,,,,0,38,38,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.64770023091697,None,243.6563433567062,244.66496730130166,244.648638821207,None,244.64876546193847,None,243.6563433567062,244.66496730130166,244.648638821207,245.6492961894255,245.6492961894255,None,j,0.1593455015681684,245.6492961894255,None,243.6563433567062,None,243.6563433567062,None,243.6563433567062,None,person,001,2020_Aug_06_1943,sonority,2020.1.3,60.316838521765966,
