firstAudio,secondAudio,imageLoc,whichAudio,train1blocks.thisRepN,train1blocks.thisTrialN,train1blocks.thisN,train1blocks.thisIndex,train2blocks.thisRepN,train2blocks.thisTrialN,train2blocks.thisN,train2blocks.thisIndex,test1Loop.thisRepN,test1Loop.thisTrialN,test1Loop.thisN,test1Loop.thisIndex,test2Loop.thisRepN,test2Loop.thisTrialN,test2Loop.thisN,test2Loop.thisIndex,instructions.started,instructions.stopped,train2warning10.started,train2warning10.stopped,train2warning5.started,train2warning5.stopped,train2warning4.started,train2warning4.stopped,train2warning3.started,train2warning3.stopped,train2warning2.started,train2warning2.stopped,train2warning1.started,train2warning1.stopped,skipTrain2Instr.keys,skipTrain2Instr.rt,skipTrain2Instr.started,skipTrain2Instr.stopped,skipTest1Instr.keys,skipTest1Instr.rt,skipTest1Instr.started,skipTest1Instr.stopped,test1warning10.started,test1warning10.stopped,test1warning5.started,test1warning5.stopped,test1warning4.started,test1warning4.stopped,test1warning3.started,test1warning3.stopped,test1warning2.started,test1warning2.stopped,test1warning1.started,test1warning1.stopped,skipTest2Instr.keys,skipTest2Instr.rt,skipTest2Instr.started,skipTest2Instr.stopped,test2warning10.started,test2warning10.stopped,test2warning5.started,test2warning5.stopped,test2warning4.started,test2warning4.stopped,test2warning3.started,test2warning3.stopped,test2warning2.started,test2warning2.stopped,test2warning1.started,test2warning1.stopped,test2Audio1.started,test2Audio1.stopped,test2Audio1Sound.started,test2Audio1Sound.stopped,test1Audio2Mute.started,test1Audio2Mute.stopped,test2Audio2.started,test2Audio2.stopped,test2Audio2Mute1.started,test2Audio2Mute1.stopped,test2Audio2Sound.started,test2Audio2Sound.stopped,test2Audio2Mute2.started,test2Audio2Mute2.stopped,test2Response.keys,test2Response.rt,test2Response.started,test2Response.stopped,test2Image.started,test2Image.stopped,test2F.started,test2F.stopped,test2J.started,test2J.stopped,participant,session,date,expName,psychopyVersion,frameRate,
novelaudio/57_tipipa3.wav,novelaudio/57_tipipa1.wav,pngimages/57_flashlight.png,1,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.87870640831534,None,52.87326916959137,53.879672184353694,53.86344640608877,None,53.863077283254825,None,52.87326916959137,53.879672184353694,53.86344640608877,54.86439337860793,54.86439337860793,None,f,0.7763041639700532,54.86439337860793,None,52.87326916959137,None,52.87326916959137,None,52.87326916959137,None,1,001,2020_Aug_05_1208,sonority,2020.1.3,59.9575748975068,
novelaudio/52_pakaki3.wav,novelaudio/52_pakaki1.wav,pngimages/52_newspaper.png,2,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.73130069009494,None,55.729383712634444,56.73223029403016,56.716314509510994,None,56.71557233680505,None,55.729383712634444,56.73223029403016,56.716314509510994,57.71683443826623,57.71683443826623,None,j,0.6126617933623493,57.71683443826623,None,55.729383712634444,None,55.729383712634444,None,55.729383712634444,None,1,001,2020_Aug_05_1208,sonority,2020.1.3,59.9575748975068,
novelaudio/63_pitapa3.wav,novelaudio/63_pitapa2.wav,pngimages/63_chair.png,2,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.43349571805447,None,58.425961698172614,59.434669465757906,59.41815257281996,None,59.417674329015426,None,58.425961698172614,59.434669465757906,59.41815257281996,60.41840366390534,60.401816541096196,None,f,2.167930555297062,60.401816541096196,None,58.425961698172614,None,58.425961698172614,None,58.425961698172614,None,1,001,2020_Aug_05_1208,sonority,2020.1.3,59.9575748975068,
novelaudio/72_topata1.wav,novelaudio/72_topata2.wav,pngimages/72_nose.png,2,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.65359343599994,None,62.65095112589188,63.65468011354096,63.63849888974801,None,63.63788094127085,None,62.65095112589188,63.65468011354096,63.63849888974801,64.63887571543455,64.63887571543455,None,j,0.0688303301576525,64.63887571543455,None,62.65095112589188,None,62.65095112589188,None,62.65095112589188,None,1,001,2020_Aug_05_1208,sonority,2020.1.3,59.9575748975068,
novelaudio/29_pipito3.wav,novelaudio/29_pipito2.wav,pngimages/29_cherry.png,1,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.77188880986068,None,64.77226782543585,65.77294822596014,65.75697731482796,None,65.75611695938278,None,64.77226782543585,65.77294822596014,65.75697731482796,66.75703546241857,66.75703546241857,None,j,2.0125345485284925,66.75703546241857,None,64.77226782543585,None,64.77226782543585,None,64.77226782543585,None,1,001,2020_Aug_05_1208,sonority,2020.1.3,59.9575748975068,
novelaudio/65_totipo2.wav,novelaudio/65_totipo1.wav,pngimages/65_wrench.png,2,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.82548979774583,None,68.82235693465918,69.82634305465035,69.81000475748442,None,69.80978817713913,None,68.82235693465918,69.82634305465035,69.81000475748442,70.81047748867422,70.81047748867422,None,f,1.6660082915332168,70.81047748867422,None,68.82235693465918,None,68.82235693465918,None,68.82235693465918,None,1,001,2020_Aug_05_1208,sonority,2020.1.3,59.9575748975068,
novelaudio/45_totaka1.wav,novelaudio/45_totaka2.wav,pngimages/45_scissors.png,2,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.54497500415891,None,72.53884739684872,73.54598744912073,73.52952492772602,None,73.52927172218915,None,72.53884739684872,73.54598744912073,73.52952492772602,74.53009658516385,74.53009658516385,None,j,2.7022447176277637,74.53009658516385,None,72.53884739684872,None,72.53884739684872,None,72.53884739684872,None,1,001,2020_Aug_05_1208,sonority,2020.1.3,59.9575748975068,
novelaudio/64_popiti2.wav,novelaudio/64_popiti1.wav,pngimages/64_shovel.png,2,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.35683338099625,None,77.3584362869151,78.37016545585357,78.3368718943093,None,78.33672139060218,None,77.3584362869151,78.37016545585357,78.3368718943093,79.33744581718929,79.33744581718929,None,f,4.070974611444399,79.33744581718929,None,77.3584362869151,None,77.3584362869151,None,77.3584362869151,None,1,001,2020_Aug_05_1208,sonority,2020.1.3,59.9575748975068,
novelaudio/38_kokiko2.wav,novelaudio/38_kokiko1.wav,pngimages/38_plate.png,2,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.49075380212162,None,83.48450748366304,84.49196281586774,84.47537795826793,None,84.47529390885029,None,83.48450748366304,84.49196281586774,84.47537795826793,85.47601720248349,85.47601720248349,None,f,1.242661340162158,85.47601720248349,None,83.48450748366304,None,83.48450748366304,None,83.48450748366304,None,1,001,2020_Aug_05_1208,sonority,2020.1.3,59.9575748975068,
novelaudio/53_patapo3.wav,novelaudio/53_patapo1.wav,pngimages/53_hammer.png,2,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.77687287598383,None,86.77579707303084,87.77809993806295,87.76124888611957,None,87.76134343224112,None,86.77579707303084,87.77809993806295,87.76124888611957,88.76204256084748,88.76204256084748,None,j,0.23202035925351083,88.76204256084748,None,86.77579707303084,None,86.77579707303084,None,86.77579707303084,None,1,001,2020_Aug_05_1208,sonority,2020.1.3,59.9575748975068,
novelaudio/67_tokoki1.wav,novelaudio/67_tokoki2.wav,pngimages/67_laptop.png,1,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.04547703533899,None,89.05429573636502,90.06297631794587,90.046517950017,None,90.04644900385756,None,89.05429573636502,90.06297631794587,90.046517950017,91.04758008476347,91.04758008476347,None,j,0.4506411321926862,91.04758008476347,None,89.05429573636502,None,89.05429573636502,None,89.05429573636502,None,1,001,2020_Aug_05_1208,sonority,2020.1.3,59.9575748975068,
novelaudio/28_pipiki3.wav,novelaudio/28_pipiki1.wav,pngimages/28_grape.png,2,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.54790601262357,None,91.55224811588414,92.56524784397334,92.54875436099246,None,92.54891120793764,None,91.55224811588414,92.56524784397334,92.54875436099246,93.54989692033269,93.54989692033269,None,j,1.7494381598662585,93.54989692033269,None,91.55224811588414,None,91.55224811588414,None,91.55224811588414,None,1,001,2020_Aug_05_1208,sonority,2020.1.3,59.9575748975068,
novelaudio/78_kakoka3.wav,novelaudio/78_kakoka1.wav,pngimages/78_cow.png,2,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.36758378497325,None,95.37059816345572,96.38489827956073,96.36835269047879,None,96.36817688902374,None,95.37059816345572,96.38489827956073,96.36835269047879,97.37182567850687,97.37182567850687,None,j,0.0015518569853156805,97.37182567850687,None,95.37059816345572,None,95.37059816345572,None,95.37059816345572,None,1,001,2020_Aug_05_1208,sonority,2020.1.3,59.9575748975068,
novelaudio/46_tapiti2.wav,novelaudio/46_tapiti1.wav,pngimages/46_paper.png,2,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.48858150455635,None,97.4963212304283,98.50510187121108,98.48836937965825,None,98.48793266981374,None,97.4963212304283,98.50510187121108,98.48836937965825,99.48948701866902,99.48948701866902,None,f,0.9407598436810076,99.48948701866902,None,97.4963212304283,None,97.4963212304283,None,97.4963212304283,None,1,001,2020_Aug_05_1208,sonority,2020.1.3,59.9575748975068,
