firstAudio,secondAudio,imageLoc,whichAudio,train1blocks.thisRepN,train1blocks.thisTrialN,train1blocks.thisN,train1blocks.thisIndex,train2blocks.thisRepN,train2blocks.thisTrialN,train2blocks.thisN,train2blocks.thisIndex,test1Loop.thisRepN,test1Loop.thisTrialN,test1Loop.thisN,test1Loop.thisIndex,test2Loop.thisRepN,test2Loop.thisTrialN,test2Loop.thisN,test2Loop.thisIndex,test3Loop.thisRepN,test3Loop.thisTrialN,test3Loop.thisN,test3Loop.thisIndex,instructions.started,instructions.stopped,train2warning10.started,train2warning10.stopped,train2warning5.started,train2warning5.stopped,train2warning4.started,train2warning4.stopped,train2warning3.started,train2warning3.stopped,train2warning2.started,train2warning2.stopped,train2warning1.started,train2warning1.stopped,skipTrain2Instr.keys,skipTrain2Instr.rt,skipTrain2Instr.started,skipTrain2Instr.stopped,skipTest1Instr.keys,skipTest1Instr.rt,skipTest1Instr.started,skipTest1Instr.stopped,test1warning10.started,test1warning10.stopped,test1warning5.started,test1warning5.stopped,test1warning4.started,test1warning4.stopped,test1warning3.started,test1warning3.stopped,test1warning2.started,test1warning2.stopped,test1warning1.started,test1warning1.stopped,test1Audio1.started,test1Audio1.stopped,test1Audio1Sound.started,test1Audio1Sound.stopped,test1Audio1Mute.started,test1Audio1Mute.stopped,test1Audio2.started,test1Audio2.stopped,test1Audio2Mute1.started,test1Audio2Mute1.stopped,test1Audio2Sound.started,test1Audio2Sound.stopped,test1Audio2Mute2.started,test1Audio2Mute2.stopped,test1Response.keys,test1Response.rt,test1Response.started,test1Response.stopped,test1Image.started,test1Image.stopped,test1F.started,test1F.stopped,test1J.started,test1J.stopped,skipTest2Instr.keys,skipTest2Instr.rt,skipTest2Instr.started,skipTest2Instr.stopped,test2warning10.started,test2warning10.stopped,test2warning5.started,test2warning5.stopped,test2warning4.started,test2warning4.stopped,test2warning3.started,test2warning3.stopped,test2warning2.started,test2warning2.stopped,test2warning1.started,test2warning1.stopped,test2Audio1.started,test2Audio1.stopped,test2Audio1Sound.started,test2Audio1Sound.stopped,test1Audio2Mute.started,test1Audio2Mute.stopped,test2Audio2.started,test2Audio2.stopped,test2Audio2Mute1.started,test2Audio2Mute1.stopped,test2Audio2Sound.started,test2Audio2Sound.stopped,test2Audio2Mute2.started,test2Audio2Mute2.stopped,test2Response.keys,test2Response.rt,test2Response.started,test2Response.stopped,test2Image.started,test2Image.stopped,test2F.started,test2F.stopped,test2J.started,test2J.stopped,skipTest3Instr.keys,skipTest3Instr.rt,skipTest3Instr.started,skipTest3Instr.stopped,test3warning10.started,test3warning10.stopped,test3warning5.started,test3warning5.stopped,test3warning4.started,test3warning4.stopped,test3warning3.started,test3warning3.stopped,test3warning2.started,test3warning2.stopped,test3warning1.started,test3warning1.stopped,participant,session,date,expName,psychopyVersion,frameRate,
trainingaudio/25_tapapi1.wav,trainingaudio/25_tapapi2.wav,pngimages/25_apple.png,1,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.52966935245786,None,72.53203319688328,73.53699649614282,73.51458443468437,None,73.50635464654769,None,72.53203319688328,73.53699649614282,73.51458443468437,74.51941407029517,74.51941407029517,None,j,0.41820618929341435,74.51941407029517,None,72.53203319688328,None,72.53203319688328,None,72.53203319688328,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,delete,001,2020_Aug_06_2144,sonority,2020.1.3,59.420832865226416,
trainingaudio/06_titoka2.wav,trainingaudio/06_titoka3.wav,pngimages/06_tent.png,2,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.03455902345013,None,75.03785473713651,76.04661007993855,76.02134803892113,None,76.0135804096004,None,75.03785473713651,76.04661007993855,76.02134803892113,77.04832052090205,77.02402772963978,None,j,0.7727330052293837,77.02402772963978,None,75.03785473713651,None,75.03785473713651,None,75.03785473713651,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,delete,001,2020_Aug_06_2144,sonority,2020.1.3,59.420832865226416,
trainingaudio/18_popata2.wav,trainingaudio/18_popata1.wav,pngimages/18_donut.png,1,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.90844285688362,None,77.9152244341094,78.92084510135464,78.92084510135464,None,78.91651081389281,None,77.9152244341094,78.92084510135464,78.92084510135464,79.94179403735325,79.91725883912295,None,None,,79.91725883912295,None,77.9152244341094,None,77.9152244341094,None,77.9152244341094,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,delete,001,2020_Aug_06_2144,sonority,2020.1.3,59.420832865226416,
trainingaudio/12_pokika1.wav,trainingaudio/12_pokika3.wav,pngimages/12_pie.png,2,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.06439379414077,None,88.05806248215958,89.05460837320425,89.04756837990135,88.05806248215958,89.03997330509591,None,88.05806248215958,89.05460837320425,89.04756837990135,90.05359796714038,90.05359796714038,88.05806248215958,f,0.5539460964500904,90.05359796714038,88.05806248215958,88.05806248215958,88.05806248215958,88.05806248215958,88.05806248215958,88.05806248215958,88.05806248215958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,delete,001,2020_Aug_06_2144,sonority,2020.1.3,59.420832865226416,
trainingaudio/13_kopopi1.wav,trainingaudio/13_kopopi2.wav,pngimages/13_toast.png,1,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.71237913649529,None,90.71222719782963,91.72707442869432,91.70484624919482,None,91.69608747030142,None,90.71222719782963,91.72707442869432,91.70484624919482,92.71615554811433,92.71615554811433,None,j,0.30495197186246514,92.71615554811433,None,90.71222719782963,None,90.71222719782963,None,90.71222719782963,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,delete,001,2020_Aug_06_2144,sonority,2020.1.3,59.420832865226416,
trainingaudio/23_patoko2.wav,trainingaudio/23_patoko1.wav,pngimages/23_lemon.png,2,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.12751144068315,None,93.13601138792001,94.16317228251137,94.13801067811437,None,94.13125987376552,None,93.13601138792001,94.16317228251137,94.13801067811437,95.15478772413917,95.13034918671474,None,j,0.09816797822713852,95.13034918671474,None,93.13601138792001,None,93.13601138792001,None,93.13601138792001,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,delete,001,2020_Aug_06_2144,sonority,2020.1.3,59.420832865226416,
trainingaudio/08_tipako2.wav,trainingaudio/08_tipako1.wav,pngimages/08_bell.png,1,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.31164364691358,None,95.30722009949386,96.33216119674034,96.30584532790817,None,96.29909716665279,None,95.30722009949386,96.33216119674034,96.30584532790817,97.32263256865554,97.30107119656168,None,f,0.36480947281233966,97.30107119656168,None,95.30722009949386,None,95.30722009949386,None,95.30722009949386,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,delete,001,2020_Aug_06_2144,sonority,2020.1.3,59.420832865226416,
trainingaudio/09_tipata2.wav,trainingaudio/09_tipata3.wav,pngimages/09_plane.png,1,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.81450748369097,None,97.81233707396314,98.84900696272962,98.78868503728881,None,98.79822646549437,None,97.81233707396314,98.84900696272962,98.78868503728881,99.80359872221015,99.80359872221015,None,f,0.415093791205436,99.80359872221015,None,97.81233707396314,None,97.81233707396314,None,97.81233707396314,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,delete,001,2020_Aug_06_2144,sonority,2020.1.3,59.420832865226416,
trainingaudio/21_papika1.wav,trainingaudio/21_papika3.wav,pngimages/21_cheese.png,1,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.33483382679987,None,100.34048420959152,101.35902946651913,101.33658191235736,None,101.33400903923902,None,100.34048420959152,101.35902946651913,101.33658191235736,102.35677795228548,102.33509915275499,None,f,0.02424521604552865,102.33509915275499,None,100.34048420959152,None,100.34048420959152,None,100.34048420959152,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,delete,001,2020_Aug_06_2144,sonority,2020.1.3,59.420832865226416,
trainingaudio/10_tokiti1.wav,trainingaudio/10_tokiti3.wav,pngimages/10_backpack.png,1,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.45447754149791,None,102.45425080438145,103.49058162537403,103.45751347974874,None,103.44504836809355,None,102.45425080438145,103.49058162537403,103.45751347974874,104.47164481738582,104.44875285075977,None,f,0.47148963157087564,104.44875285075977,None,102.45425080438145,None,102.45425080438145,None,102.45425080438145,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,delete,001,2020_Aug_06_2144,sonority,2020.1.3,59.420832865226416,
trainingaudio/05_titopo1.wav,trainingaudio/05_titopo2.wav,pngimages/05_megaphone.png,2,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.00351961900014,None,105.0112688979134,106.02944752387702,106.00688782846555,None,106.00563535515684,None,105.0112688979134,106.02944752387702,106.00688782846555,107.02351421979256,107.02351421979256,None,j,0.08366774418391287,107.02351421979256,None,105.0112688979134,None,105.0112688979134,None,105.0112688979134,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,delete,001,2020_Aug_06_2144,sonority,2020.1.3,59.420832865226416,
trainingaudio/07_pitapi2.wav,trainingaudio/07_pitapi3.wav,pngimages/07_suitcase.png,1,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.1941031323513,None,107.18906790413894,108.19259601878002,108.17798477597535,None,108.17350247690919,None,107.18906790413894,108.19259601878002,108.17798477597535,109.19334476138465,109.18145700870082,None,f,0.5089290298055857,109.18145700870082,None,107.18906790413894,None,107.18906790413894,None,107.18906790413894,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,delete,001,2020_Aug_06_2144,sonority,2020.1.3,59.420832865226416,
trainingaudio/17_kotako1.wav,trainingaudio/17_kotako2.wav,pngimages/17_cracker.png,2,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.77311643830035,None,109.77156061679125,110.79122389038093,110.76710138795897,None,110.76091657744254,None,109.77156061679125,110.79122389038093,110.76710138795897,111.78241530875675,111.75596615369432,None,j,0.3692041353788227,111.75596615369432,None,109.77156061679125,None,109.77156061679125,None,109.77156061679125,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,delete,001,2020_Aug_06_2144,sonority,2020.1.3,59.420832865226416,
trainingaudio/11_tokiko2.wav,trainingaudio/11_tokiko1.wav,pngimages/11_compass.png,2,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.21652236778755,None,112.21342450659722,113.23033370589837,113.22025569784455,None,113.20233341145794,None,112.21342450659722,113.23033370589837,113.22025569784455,114.23457809118554,114.21343470131978,None,j,0.25488060899078846,114.21343470131978,None,112.21342450659722,None,112.21342450659722,None,112.21342450659722,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,delete,001,2020_Aug_06_2144,sonority,2020.1.3,59.420832865226416,
trainingaudio/02_pitito3.wav,trainingaudio/02_pitito2.wav,pngimages/02_pallet.png,1,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.53558079465292,None,114.54171550041065,115.57021189830266,115.54992637177929,None,115.53775539577472,None,114.54171550041065,115.57021189830266,115.54992637177929,116.55450944718905,116.55450944718905,None,f,0.13604159420356154,116.55450944718905,None,114.54171550041065,None,114.54171550041065,None,114.54171550041065,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,delete,001,2020_Aug_06_2144,sonority,2020.1.3,59.420832865226416,
trainingaudio/03_kikita2.wav,trainingaudio/03_kikita3.wav,pngimages/03_box.png,2,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.7837887586793,None,116.77884150668979,117.79117895825766,117.77007143828087,None,117.7650476885261,None,116.77884150668979,117.79117895825766,117.77007143828087,118.78437533043325,118.78437533043325,None,f,0.7965489118359983,118.78437533043325,None,116.77884150668979,None,116.77884150668979,None,116.77884150668979,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,delete,001,2020_Aug_06_2144,sonority,2020.1.3,59.420832865226416,
trainingaudio/01_kitipi1.wav,trainingaudio/01_kitipi3.wav,pngimages/01_gift.png,1,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.68199940340128,None,119.68237339728512,120.69144326471724,120.66912786406465,None,120.66831300689373,None,119.68237339728512,120.69144326471724,120.66912786406465,121.67496224190108,121.67496224190108,None,f,0.3998871031217277,121.67496224190108,None,119.68237339728512,None,119.68237339728512,None,119.68237339728512,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,delete,001,2020_Aug_06_2144,sonority,2020.1.3,59.420832865226416,
trainingaudio/27_pakapa1.wav,trainingaudio/27_pakapa2.wav,pngimages/27_kiwi.png,1,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.15681854228023,None,122.17283948301338,123.18991481792182,123.16877784673125,None,123.1557943166932,None,122.17283948301338,123.18991481792182,123.16877784673125,124.17233239184134,124.17233239184134,None,f,0.26356383389793336,124.17233239184134,None,122.17283948301338,None,122.17283948301338,None,122.17283948301338,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,delete,001,2020_Aug_06_2144,sonority,2020.1.3,59.420832865226416,
trainingaudio/22_kakoki2.wav,trainingaudio/22_kakoki1.wav,pngimages/22_egg.png,2,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.55283008113037,None,124.56761112203822,125.58253198117018,125.55669110873714,None,125.55593477680813,None,124.56761112203822,125.58253198117018,125.55669110873714,126.57642347947694,126.57642347947694,None,j,0.14338176441378891,126.57642347947694,None,124.56761112203822,None,124.56761112203822,None,124.56761112203822,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,delete,001,2020_Aug_06_2144,sonority,2020.1.3,59.420832865226416,
trainingaudio/12_pokika3.wav,trainingaudio/12_pokika2.wav,pngimages/12_pie.png,1,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.87014510433654,None,126.87208281108178,127.88056931621395,127.85644303821027,None,127.86250128389801,None,126.87208281108178,127.88056931621395,127.85644303821027,128.87725415709428,128.87725415709428,None,f,0.20550701534375548,128.87725415709428,None,126.87208281108178,None,126.87208281108178,None,126.87208281108178,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,delete,001,2020_Aug_06_2144,sonority,2020.1.3,59.420832865226416,
trainingaudio/26_kapako1.wav,trainingaudio/26_kapako3.wav,pngimages/26_pineapple.png,1,,,,,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.19738347867968,None,129.1881405657623,130.2128233979456,130.18256407557055,None,130.17788316893856,None,129.1881405657623,130.2128233979456,130.18256407557055,131.20040212362073,131.17887662164867,None,j,0.3847717901226133,131.17887662164867,None,129.1881405657623,None,129.1881405657623,None,129.1881405657623,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,delete,001,2020_Aug_06_2144,sonority,2020.1.3,59.420832865226416,
trainingaudio/03_kikita3.wav,trainingaudio/03_kikita2.wav,pngimages/03_box.png,1,,,,,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.6630097340094,None,131.66154981800355,132.67037085979246,132.67037085979246,None,132.6628573425347,None,131.66154981800355,132.67037085979246,132.67037085979246,133.69052498834208,133.65267855790444,None,j,0.33325316035188735,133.65267855790444,None,131.66154981800355,None,131.66154981800355,None,131.66154981800355,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,delete,001,2020_Aug_06_2144,sonority,2020.1.3,59.420832865226416,
trainingaudio/25_tapapi3.wav,trainingaudio/25_tapapi1.wav,pngimages/25_apple.png,2,,,,,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.09667407989036,None,134.08877301355824,135.11267538624816,135.08807146851905,None,135.0821660675807,None,134.08877301355824,135.11267538624816,135.08807146851905,136.10724690766074,136.08062444301322,None,f,0.1304394283797592,136.08062444301322,None,134.08877301355824,None,134.08877301355824,None,134.08877301355824,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,delete,001,2020_Aug_06_2144,sonority,2020.1.3,59.420832865226416,
